id,location_id,person_id,name,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,communist_party_member,communist_party_orbit,assoc_country,cntry_jamaica,cntry_grenada,cntry_usa,cntry_canada,cntry_trinidad,cntry_ghana,cntry_kenya,cntry_ethiopia,cntry_sierra_l,cntry_uk,cntry_guyana,cntry_virgin,cntry_barbados,cntry_dominica,cntry_nigeria,cntry_botswn,cntry_uganda,cntry_sa,cntry_stluc,cntry_sudan,cntry_somalia,cntry_mali,cntry_mauritius,cntry_panama,cntry_stvincent,cntry_belize,cntry_liberia,cntry_gambia,second_gen,third_gen,carib_born,namerica_born,africa_born,day_month_yr,month_yr,year_first,year_last,link,prim_source,citation,entrant
i0260,l0094,p0005,Jomo Kenyatta, 2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,Jomo Kenyatta was a Kenyan student and activist and the future president of an independent Kenya who was a founding member of the Pan-African Federation which began here in 1936,adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1936,,,,(Matera 2015: 80),OA 30/01/20
i0261,l0094,p0140,Robert Broadhurst, 2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,Robert Broadhurst was a founding member of the Pan-African Federation which began here in 1936,adult,male,,,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1936,,,,(Matera 2015: 80),OA 30/01/20
i0262,l0094,p0141,Samuel R. Wood, 2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,Samuel R. Wood was a Ghanaian man and founding member of the Pan-African Federation which began here in 1936,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1936,,,,(Matera 2015: 80),OA 30/01/20
i0263,l0094,p0142,George E. Moore, 2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,George E. Moore was a Ghanaian man and founding member of the Pan-African Federation which began here in 1936,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1936,,,,(Matera 2015: 80),OA 30/01/20
i0264,l0094,p0143,Mohamed Said, 2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,Mohamed Said was a Somalian man and founding member of the Pan-African Federation which began here in 1936,adult,male,,,Somalia,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1936,,,,(Matera 2015: 80),OA 30/01/20
i0265,l0094,p0144,J.J. Magade, 2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,J.J. Magade was a South African man and founding member of the Pan-African Federation which began here in 1936,adult,male,,,South Africa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1936,,,,(Matera 2015: 80),OA 30/01/20
i0266,l0049,p0145,Richie Riley,20th Century Theatre,,London,W11 2QA,51.513349,-0.203346,Richie Riley was a Jamaican classically trained dancer and old friend of Berto Pasuka who helped to establish Les Ballets Negres.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1946,1946,,,(Matera 2015: 191),WW 31/01/20
i0267,l0067,p0146,Ivor Cummings,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Ivor Cummings was the British son of a Sierra Leonese physician who was Warden of Aggrey House in 1935. Cummings reported to the Colonial Office that two young men had snuck off to the WASU to spend time with two girls,adult,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Sierra Leone,,,,,,,1935,1937,https://historycalroots.com/archives/825,,"(Matera 2015: 210), (Adi 1998: 64)","WW 31/01/20, WW 03/02/20"
i0269,l0067,p0044,Amy Ashwood Garvey,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Amy Ashwood Garvey was an activist, business owner and the first wife of Marcus Garvey, who administered the ""Ethiopian Defence Fund"" here from October 1935, and was a vice president of the IASB. ",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1935,1935,,,(Adi 1998: 69),WW 03/02/20
i0270,l0067,p0147,Louis Mbanefo,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Louis Mbanefo was a Nigerian law student in London who was a member of the WASU and the LCP. He moved to Cambridge in 1936 to obtain a humanities degree.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1935,1936,,,(Adi 1998: 78),WW 03/02/20
i0271,l0067,p0148,Desmond Buckle,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Desmond Buckle was a Ghanaian activist and the first African member of the CPGB who was Secretary and then President of the Gold Coast Students Association during its time in Aggrey House. ,adult,male,1,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1936,1939,,,(Adi 1998: 80),WW 03/02/20
i0272,l0100,p0148,Desmond Buckle,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Desmond Buckle was a Ghanaian activist and the first African member of the CPGB who attended the ""Conference on African Peoples, Democracy and World Peace"" here in July 1939.",adult,male,1,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,July 1939,1939,1939,,,(Adi 1998: 80),WW 03/02/20
i0273,l0100,p0057,Peter Blackman,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Peter Blackman was a Barbadian Marxist scholar, poet and chair of the Negro Welfare Association who attended the ""Conference on African Peoples, Democracy and World Peace"" here in July 1939.",adult,male,1,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,July 1939,1939,1939,https://angelacobbinah.wordpress.com/2013/10/25/peter-blackman-lost-and-found/,,(Whittal 2012: 220),WW 03/02/20
i0274,l0100,p0130,Princess Tsehai,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Princess Tsehai was the Princess of Ethiopia, who attended the ""Conference on African Peoples, Democracy and World Peace"" here in July 1939.",child,female,,,Ethiopia,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,July 1939,1939,1939,,,(Whittal 2012: 220),WW 03/02/20
i0275,l0100,p0043,George Padmore,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"George Padmore was a Trinidadian activist who attended the ""Conference on African Peoples, Democracy and World Peace"" here in July 1939.",adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,July 1939,1939,1939,,,(Whittal 2012: 220),WW 03/02/20
i0276,l0100,p0001,Harold Moody,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Harold Moody was a Jamaican doctor and founder of the LCP who attended the ""Conference on African Peoples, Democracy and World Peace"" here in July 1939.",adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1937,1947,https://www.english-heritage.org.uk/visit/blue-plaques/dr-harold-moody/,,"(Whittal 2012: 220), (Whittall, in Rosenhaft 2013: 88)",WW 03/02/20
i0277,l0067,p0149,Robert Gardiner,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Robert Gardiner was a Ghanaian economist who established a fortnightly study group here in 1941. The study group aimed to keep the students informed of the latest economic, political and cultural developments in West Africa, through the presentation of researched discussion papers.",adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1941,1942,,,(Adi 1998: 101),WW 03/02/20
i0278,l0067,p0150,Bankole Awoonor-Renner,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Bankole Awoonor-Renner was a Ghanaian journalist and commited communist who gives a speech here in August 1943. Awoonor-Renner's powerful speech demand[ed] freedom for West Africa and denounc[ed] indirect rule, and reminded the delegation of the racial discrimination that was still practiced in Britain.",adult,male,1,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,August 1943,1943,1943,https://www.blakkpepper.com/2017/03/the-interesting-life-of-kweku-bankole-awoonor-renner-the-first-gold-coaster-journalist/,,(Adi 1998: 112),WW 03/02/20
i0279,l0067,p0092,H.O. Davies,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Olagunju Davies was a Nigerian student in London who was secretary-general of WASU in 1945, having previously been President in the mid-1930s. Davies was unpopular amoungst Igbo members of the WASU and in March 1945 a general meeting established a commission of enquiry to investigate allegations made against him. ",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1937,1945,,,"(Adi 1998: 123), (Matera 2015: 244)","WW 03/02/20, WW 04/02/20"
i0280,l0067,p0101,Nnamdi Azikiwe,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Nnamdi ""Zik"" Azikiwe was the future president of Nigeria, who stayed in the second Africa House during a visit in 1943.",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,August 1943,1943,1943,,,(Adi 1998: 112),WW 03/02/20
i0281,l0067,p0151,Obafemi Awolowo,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,"Obafemi Awolowo was a Nigerian statesman who was involved with the WASU in the mid-1940s. Awolowo increased the focus of the WASU on Nigerian affairs, leading to an exodus of Ghanaian students.",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1944,1946,,,(Adi 1998: 123),WW 03/02/20
i0282,l0136,p0152,T.A. Bankole,County Hall,,London,SE1 7GP,51.501944,-0.118889,"T.A.Bankole was the President of the Nigerian Trade Union Confederation, who attented the World Trade Union Conference here in 1945. Bankole mantained a close level of contact with the PAF and the WASU whilst in London.",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,February 1945,1945,1945,,,(Adi 1998: 124),WW 03/02/20
i0283,l0015,p0152,T.A. Bankole,Houses of Parliament,,London,SW1A 0AA,51.500364,-0.124337,"T.A.Bankole was the President of the Nigerian Trade Union Confederation, who attented a meeting of the West African Parliamentary Committee here in 1945.",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1945,1945,,,(Adi 1998: 124),WW 03/02/20
i0284,l099,p0153,Roland W. Beoku-Betts,Conway Hall,,London,WC1R 4RL,51.519774,-0.11836,Roland W. Beoku-Betts was the Sierra Leonese WASU President in 1945 who chaired a rally in support of the Nigerian general strike here in July of that year.,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,15/07/1945,July 1945,1945,1945,,,(Adi 1998: 125),WW 03/02/20
i0285,l099,p0154,Egbert Udo Udoma,Conway Hall,,London,WC1R 4RL,51.519774,-0.11836,Egbert Udo Udoma was a Nigerian law student who addressed the rally held here in 1945 support of the Nigerian general strike.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,15/07/1945,July 1945,1945,1945,,,(Adi 1998: 125),WW 03/02/20
i0286,l099,p0092,H.O. Davies,Conway Hall,,London,WC1R 4RL,51.519774,-0.11836,"Olagunju Davies was a Nigerian student in London who, as Secretary-general of WASU, addressed the rally held here in 1945 support of the Nigerian general strike.",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,15/07/1945,July 1945,1945,1945,,,(Adi 1998: 125),WW 03/02/20
i0287,l0003,p0155,Adeyemo Alakija,Buckingham Palace,,London,SW1A 1AA,51.501341,-0.141718,Adeyemo Alakija was a Nigerian lawyer who was knighted here in 1945.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1945,1945,,,(Adi 1998: 21),WW 03/02/20
i0288,l0001,p0156,Abe Desmore,164 Queens Road,,London,SE15 2HP,51.472959,-0.054802,Abe Desmore was a South African activist who spoke at a meeting of the LCP in January 1935.,adult,male,,,South Africa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,January 1935,1935,1935,,,(Killingray 2009: 394),WW 03/02/20
i0289,l0138,p0091,Ras T. Makonnen,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,"T. Ras Makonnen was a Guyanese activist and founder of the pan-African federation, who lived here.",adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,(Matera 2015: 82),OA 03/02/20
i0290,l0001,p0069,Seretse Khama,164 Queens Road,,London,SE15 2HP,51.472959,-0.054802,Seretse Khama was the first president of Botswana who briefly lived here with Moody in 1945.,adult,male,,,Botswana,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,September 1945,1945,1945,,,(Killingray 2009: 394),WW 03/02/20
i0291,l0138,p0157,William Harrison,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,William Harrison was an African American who lived here.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,(Matera 2015: 82),OA 03/02/20
i0292,l0140,p0158,Alfred B. Xuma,London School of Hygiene & Tropical Medicine,,London,WC1E 7HT,51.520885,-0.130587,"Alfred B. Xuma was a South African leader, activist and president-general of the African National Congress (ANC) from 1940 to 1949 who studied here in the late 1930s. Xuma made contact with people representing a wide range of pan-Africanist political sentiment, including George Padmore and other members of the IASB.",adult,male,,,South Africa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1937,1938,,,(Killingray 2009: 394),WW 03/02/20
i0293,l0138,p0043,George Padmore,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,George Padmore was a Trinidadian activist who led meetings of the IASB at its headquarters here.,adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0294,l0138,p0003,C.L.R. James,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,CLR James was a Trinidadian historian and activist who was a leading figure involved in meetings of the IASB at its headquarters.,adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,1938,,,"(Matera 2015: 82), (Makalani 2011: 216)",OA 03/02/20
i0295,l0138,p0048,I.T.A Wallace-Johnson,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,I. T. A. Wallace-Johnson was a Sierra Leonese activist who was the general secretary involved in meetings of the IASB at its headquarters after,adult,male,1,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1938,1938,,,(Matera 2015: 82),OA 03/02/20
i0296,l0138,p0044,Amy Ashwood Garvey,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,"Amy Ashwood Garvey was an activist, business owner and the first wife of Marcus Garvey, who was a co-vice chair involved in meetings of the IASB at its headquarters ",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0297,l0138,p0005,Jomo Kenyatta,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Jomo Kenyatta was a Kenyan student and activist and the future president of an independent Kenya who was a co-vice chair involved in meetings of the IASB at its headquarters ,adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0298,l0138,p0140,Robert Broadhurst,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Robert Broadhurst was a founding member of the Pan-African Federation who was treasurer of the IASB and involved in meetings at its headquarters ,adult,male,,,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0299,l0138,p0091,T.  Ras Makonnen,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,"T. Ras Makonnen was a Guyanese activist and founder of the pan-African federation, who involved in meetings at IASB headquarters here.",adult,male,,,Guyaya,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0300,l0138,p0147,Louis Mbanefo,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Louis Mbanefo was a Nigerian law student in London who was on the executive committee of the IASB and attended meetings at its headquarters ,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0301,l0138,p0101,Nnamdi Azikiwe,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,"Nnamdi ""Zik"" Azikiwe was the future president of Nigeria, who was on the executive committee of the IASB and attended meetings at its headquarters ",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0302,l0138,p0159,Tiemoko Garan Kouyaté,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Tiemoko Garan Kouyaté was a Malian man on the executive committee of the IASB and attended meetings at its headquarters ,adult,male,,,Mali,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0303,l0138,p0047,Christopher Braithwaite (Jones),12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,"Christopher Braithwaite (Jones) was a Barbadian seaman, secretary of the IASB and founder of the Colonial Seamen's Association who served on the executive committee of the IASB and attended meetings at its headquarters ",adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0304,l0138,p0160,Aida Bastian,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Aida Bastian was a Jamaican man on the executive committee of the IASB and attended meetings at its headquarters ,adult,?,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0305,l0138,p0161,Adetokunbo Adegboyega Ademola,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Adetokunbo Adegboyega Ademola was a Nigerian man involved in WASU and attended meetings of the IASB at its headquarters,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0306,l0138,p0162,Laminah Sankoh,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Laminah Sankoh was a Sierra Leonese man involved in WASU and attended meetings of the IASB at its headquarters,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0307,l0138,p0163,Arnold Ward,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Arnold Ward was a Barbabadian former communist who joined the IASB and attended meetings at its headquarters after his expulsion from the Communist Party,adult,male,1,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0308,l0138,p0164,Constance Horton (Cummings-John) ,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Constance Horton (Cummings-John) was a woman from Sierra Leone who joined the IASB and attended meetings at its headquarters,adult,female,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0309,l0138,p0045,Sam Manning,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Sam Manning was a Trinidadian calypso singer and joint owner/ founder of Florence Mills Social Parlour who attended early meetings of the IASB,adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0310,l0138,p0165,Lawrence Brown,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Lawrence Brown was an American man who attended early meetings of the IASB,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0311,l0138,p0166,Peter Milliard,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Peter Milliard was a Guyanese man who 'participated in its [the IASB's] activities',adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0312,l0138,p0167,James Headley,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,James Headley was a man who 'participated in its [the IASB's] activities',adult,male,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0313,l0138,p0168,Babalola Wilkie,12a Westbourne Grove,,London,W2 5RA,51.515798,-0.189133,Babalola Wilkie was a Nigerian man who 'participated in its [the IASB's] activities',adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Matera 2015: 82),OA 03/02/20
i0314,l0141,p0148,Desmond Buckle,16 King Street,,London,WC2E 8JF,51.511338,-0.124877,"Desmond Buckle was a Ghanaian activist and the first African member of the CPGB, headquartered at this location. Buckle was also regularly attended CPGB conferences.",adult,male,1,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1937,1964,,,(Adi 2006: 32),WW 03/02/20
i0315,l0001,p0086,Ralph Bunche,164 Queens Road,,London,SE15 2HP,51.472959,-0.054802,Ralph Bunche was a future US diplomat and nobel prize winner who visited Harold Moody here in 1937. Bunche described Moody disparagingly afterwards.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,July 1937,1937,1937,,,(Matera 2015: 230),WW 04/02/20
i0316,l0052,p0170,Aduke Alakija,London School of Economics,,London,WC2A 2AE,51.513889,-0.116667,Aduke Alakija was the first female President of the WASU who studied for a social science degree here.,adult,female,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1945,,,,(Matera 2015: 242),WW 04/02/20
i0317,l0067,p0170,Aduke Alakija,,WASU Hostel,London,NW1 9BS,51.545396,-0.129998,Aduke Alakija was the first female President of the WASU in 1945.,adult,female,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1945,,,,(Matera 2015: 242),WW 04/02/20
i0318,l0031,p0092,H.O. Davies,62 Camden Road,,London,NW1 9DR,51.540539,-0.139921,Olagunju Davies was a Nigerian student in London who was President of the WASU in 1935.,adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1935,1937,,,(Matera 2015: 244),WW 04/02/20
